,시설종류,대상시설명,행정구역,경도,위도,다발지역사고건수,다발지역KSI,스쿨존사고건수,스쿨존KSI,ARI
875,어린이집,명성어린이집,광진구,127.08633014700001,37.5400821497,0,0,0,0,0.0
876,어린이집,우리티움아이어린이집,광진구,127.090838924,37.540118,0,0,0,0,0.0
878,초등학교,화양초등학교,광진구,127.0715827322,37.5442285889,0,0,0,0,0.0
879,초등학교,광진초등학교,광진구,127.0913325323,37.547682,0,0,0,0,0.0
880,초등학교,양진초등학교,광진구,127.0983113997,37.5445751665,0,0,0,0,0.0
881,유치원,광남유치원,광진구,127.10069832549999,37.5416266176,0,0,0,0,0.0
882,유치원,선경유치원,광진구,127.089785089,37.5333960439,0,0,0,0,0.0
883,유치원,어린이회관유치원,광진구,127.074938,37.547599,0,0,0,0,0.0
884,유치원,현정유치원,광진구,127.08894968889999,37.54443300000001,0,0,0,0,0.0
885,유치원,성산유치원,광진구,127.08417754940001,37.5329087681,0,0,0,0,0.0
886,유치원,슬기유치원,광진구,127.0925744312,37.552015,0,0,0,0,0.0
887,유치원,대원(구.우성)유치원,광진구,127.0756520412,37.5345768836,0,0,0,0,0.0
858,어린이집,사랑의어린이집,광진구,127.09706706120001,37.541017,0,0,0,0,0.0
856,유치원,영화유치원,광진구,127.0977190618,37.5540529884,0,0,0,0,0.0
801,유치원,색동유치원,은평구,126.914224,37.616054999999996,0,0,0,0,0.0
855,유치원,선화유치원,광진구,127.08679335020001,37.5498138606,0,0,0,0,0.0
802,유치원,동북유치원,은평구,126.9248133,37.64432515,0,0,0,0,0.0
804,유치원,유정유치원,은평구,126.926723,37.6066376,0,0,0,0,0.0
807,유치원,숲유치원,은평구,126.917566,37.6370354,0,0,0,0,0.0
808,유치원,서울산울림유치원,은평구,126.9298271,37.64806913,0,0,0,0,0.0
809,초등학교,구현초등(병설포함),은평구,126.90584820000001,37.609222700000004,0,0,0,0,0.0
810,초등학교,서신초등(병설포함),은평구,126.90744109999999,37.59231079999999,0,0,0,0,0.0
816,어린이집,하나연어린이집,은평구,126.928055,37.604894,0,0,0,0,0.0
822,유치원,봄내유치원,중랑구,127.085535,37.585935,0,0,0,0,0.0
824,유치원,중곡초등학교병설유치원,중랑구,127.0834395,37.57489299,0,0,0,0,0.0
826,유치원,수산유치원,중랑구,127.0759685,37.59762623,0,0,0,0,0.0
831,초등학교,서울중랑초등학교,중랑구,127.0755031,37.58966381,0,0,0,0,0.0
832,초등학교,서울중곡초등학교,중랑구,127.0834395,37.57489299,0,0,0,0,0.0
1,초등학교,공릉초교,노원구,127.0746307,37.61861498,0,0,0,0,0.0
836,초등학교,서울면동초등학교,중랑구,127.0865941,37.58535305,0,0,0,0,0.0
837,초등학교,서울면남초등학교,중랑구,127.087667,37.57726134,0,0,0,0,0.0
839,초등학교,서울상봉초등학교,중랑구,127.0831709,37.59798021,0,0,0,0,0.0
841,어린이집,나래어린이집,중랑구,127.0837119,37.59172695,0,0,0,0,0.0
842,어린이집,이화어린이집,중랑구,127.080811,37.573952,0,0,0,0,0.0
844,초등학교,관악초등학교,관악구,126.942556,37.481024,0,0,0,0,0.0
845,초등학교,구암초등학교,관악구,126.946272,37.489217,0,0,0,0,0.0
848,어린이집,꿈동산몬테소리어린이집,광진구,127.07606486639999,37.5558199225,0,0,0,0,0.0
849,특수학교,한국켄트외국인학교,광진구,127.0863403497,37.5471634553,0,0,0,0,0.0
850,어린이집,아이터어린이집,광진구,127.08377592469999,37.5438489057,0,0,0,0,0.0
851,어린이집,능동꿈맞이어린이집,광진구,127.0859139,37.55283015,0,0,0,0,0.0
852,특수학교,재한몽골학교,광진구,127.0982366,37.54551467,0,0,0,0,0.0
853,특수학교,광진학교,광진구,127.0915615178,37.5376674941,0,0,0,0,0.0
854,초등학교,추계초등학교,서대문구,126.95405929999998,37.56314981,0,0,0,0,0.0
1668,초등학교,상암초교,마포구,126.89234209370001,37.5763366011,0,0,0,0,0.0
